ZINC_ID	MWT	LogP	Desolv_apolar	Desolv_polar	HBD	HBA	tPSA	Charge	NRB	SMILES
ZINC00030735	205.301	2.61	1.5	-7.37	1	2	29	0	3	CC[C@@H](C)C(=O)Nc1c(cccc1C)C
ZINC00030736	205.301	2.61	1.59	-7.35	1	2	29	0	3	CC[C@H](C)C(=O)Nc1c(cccc1C)C
ZINC00030737	219.328	3.17	1.63	-7.38	1	2	29	0	4	CCC[C@@H](C)C(=O)Nc1c(cccc1C)C
ZINC00030738	219.328	3.17	1.69	-7.48	1	2	29	0	4	CCC[C@H](C)C(=O)Nc1c(cccc1C)C
ZINC00030739	269.344	3.02	1.64	-11.72	1	3	38	0	4	Cc1cccc(c1NC(=O)[C@@H](C)Oc2ccccc2)C
ZINC00030740	269.344	3.02	1.76	-11.67	1	3	38	0	4	Cc1cccc(c1NC(=O)[C@H](C)Oc2ccccc2)C
ZINC00030741	231.339	3.40	1.28	-6.95	0	2	20	0	3	c1ccc(cc1)CCC(=O)N2CCCCCC2
ZINC00030742	245.366	4.02	1.63	-8.05	0	0	20	0	2	CC[C@@H](c1ccccc1)C(=O)N2CCCCCC2
ZINC00030743	245.366	4.02	1.59	-8.04	0	2	20	0	3	CC[C@H](c1ccccc1)C(=O)N2CCCCCC2
ZINC00030746	247.338	3.12	1.46	-11.68	0	3	29	0	3	C[C@@H](C(=O)N1CCCCCC1)Oc2ccccc2
ZINC00030747	247.338	3.12	1.38	-11.99	0	3	29	0	3	C[C@H](C(=O)N1CCCCCC1)Oc2ccccc2
ZINC00030748	320.186	3.74	-0.19	-9.55	1	3	38	0	4	COc1ccccc1NC(=O)Cc2ccc(cc2)Br
ZINC00030751	267.756	2.72	0.22	-9.47	0	3	29	0	2	C[C@@H]1CN(C[C@H](O1)C)C(=O)Cc2ccc(cc2)Cl
ZINC00030752	267.756	2.72	0.21	-9.5	0	3	29	0	2	C[C@H]1CN(C[C@@H](O1)C)C(=O)Cc2ccc(cc2)Cl
ZINC00030754	246.697	2.70	7.4	-14.08	1	3	42	0	3	c1ccnc(c1)NC(=O)Cc2ccc(cc2)Cl
ZINC00030755	270.719	3.31	1.73	-9.27	1	3	52	0	3	c1ccc(c(c1)C#N)NC(=O)Cc2ccc(cc2)Cl
ZINC00030756	324.789	2.29	2.67	-17.38	3	5	89	0	4	c1cc(ccc1CC(=O)Nc2ccc(cc2)S(=O)(=O)N)Cl
ZINC00030757	305.164	3.96	1.46	-15.58	1	3	52	0	3	c1cc(ccc1CC(=O)Nc2ccc(c(c2)Cl)C#N)Cl
ZINC00030758	239.746	3.67	0.34	-8.61	1	2	29	0	5	CCC[C@@H](C)NC(=O)Cc1ccc(cc1)Cl
ZINC00030759	239.746	3.67	0.34	-8.61	1	2	29	0	5	CCC[C@H](C)NC(=O)Cc1ccc(cc1)Cl
ZINC00030760	270.17	3.15	-0.7	-8.63	1	2	29	0	4	CC(C)CNC(=O)Cc1ccc(cc1)Br
ZINC00030761	348.196	3.90	0.8	-13.25	1	4	55	0	5	COC(=O)c1ccc(cc1)NC(=O)Cc2ccc(cc2)Br
ZINC00030762	330.225	3.67	10.21	-9.58	0	2	20	0	2	c1ccc2c(c1)CCN(C2)C(=O)Cc3ccc(cc3)Br
ZINC00030763	347.212	2.92	-1.44	-14.09	2	4	58	0	4	CC(=O)Nc1cccc(c1)NC(=O)Cc2ccc(cc2)Br
ZINC00030764	318.214	3.84	-0.99	-10.73	1	2	29	0	5	c1ccc(cc1)CCNC(=O)Cc2ccc(cc2)Br
ZINC00030766	291.148	2.83	-0.57	-14.07	1	3	41	0	3	c1ccnc(c1)NC(=O)Cc2ccc(cc2)Br
ZINC00030767	348.196	4.03	1.18	-8.97	1	4	55	0	5	COC(=O)c1ccccc1NC(=O)Cc2ccc(cc2)Br
ZINC00030768	315.17	3.44	1.12	-9.23	1	3	52	0	3	c1ccc(c(c1)C#N)NC(=O)Cc2ccc(cc2)Br
ZINC00030770	333.185	2.50	-2.61	-11.58	3	4	72	0	4	c1ccc(c(c1)C(=O)N)NC(=O)Cc2ccc(cc2)Br
ZINC00030771	333.185	2.55	-3.04	-14.82	3	4	72	0	4	c1cc(ccc1CC(=O)Nc2ccc(cc2)C(=O)N)Br
ZINC00030772	284.197	3.80	7.46	-8.57	1	2	29	0	5	CCC[C@@H](C)NC(=O)Cc1ccc(cc1)Br
ZINC00030773	284.197	3.80	7.46	-8.52	1	2	29	0	5	CCC[C@H](C)NC(=O)Cc1ccc(cc1)Br
ZINC00030774	253.345	3.38	10.22	-8.35	0	2	20	0	5	CN(Cc1ccccc1)C(=O)CCc2ccccc2
ZINC00030775	205.301	2.86	6.58	-8.24	1	2	29	0	5	CC(C)CNC(=O)CCc1ccccc1
ZINC00030777	245.366	3.61	9.68	-6.57	0	2	20	0	3	C[C@@H]1C[C@H](CN(C1)C(=O)CCc2ccccc2)C
ZINC00030778	245.366	3.61	9.68	-6.88	0	2	20	0	3	C[C@H]1C[C@@H](CN(C1)C(=O)CCc2ccccc2)C
ZINC00030780	253.345	3.39	2.42	-8.52	0	2	20	0	5	CCN(c1ccccc1)C(=O)CCc2ccccc2
ZINC00030781	283.327	3.61	1.65	-10.81	1	4	55	0	6	COC(=O)c1ccc(cc1)NC(=O)CCc2ccccc2
ZINC00030782	259.393	4.27	10.57	-6.32	0	2	20	0	5	CCN(C1CCCCC1)C(=O)CCc2ccccc2
ZINC00030783	245.366	3.76	1.52	-7.73	0	2	20	0	3	CC[C@@H](c1ccccc1)C(=O)N2CCC(CC2)C
ZINC00030784	245.366	3.76	1.43	-7.6	0	2	20	0	3	CC[C@H](c1ccccc1)C(=O)N2CCC(CC2)C
ZINC00030785	297.354	4.23	2.18	-11.4	1	4	55	0	6	CC[C@@H](c1ccccc1)C(=O)Nc2ccc(cc2)C(=O)OC
ZINC00030786	297.354	4.23	2.49	-12.64	1	4	55	0	6	CC[C@H](c1ccccc1)C(=O)Nc2ccc(cc2)C(=O)OC
ZINC00030787	299.37	4.10	1.18	-11.24	1	4	47	0	6	CC[C@@H](c1ccccc1)C(=O)Nc2cc(ccc2OC)OC
ZINC00030788	299.37	4.10	1.51	-11.03	1	4	47	0	6	CC[C@H](c1ccccc1)C(=O)Nc2cc(ccc2OC)OC
ZINC00030789	261.365	3.18	0.84	-7.9	0	3	29	0	3	CC[C@@H](c1ccccc1)C(=O)N2C[C@H](O[C@@H](C2)C)C
ZINC00030790	254.333	3.22	0.93	-13.21	1	3	41	0	4	CC[C@@H](c1ccccc1)C(=O)Nc2cccc(n2)C
ZINC00030791	254.333	3.22	0.23	-8.14	1	3	41	0	4	CC[C@H](c1ccccc1)C(=O)Nc2cccc(n2)C
ZINC00030792	269.344	4.09	1.07	-9.11	1	3	38	0	5	CC[C@@H](c1ccccc1)C(=O)Nc2cccc(c2)OC
ZINC00030793	269.344	4.09	1.36	-8.85	1	3	38	0	5	CC[C@H](c1ccccc1)C(=O)Nc2cccc(c2)OC
ZINC00030794	297.354	4.37	2.58	-8.32	1	4	55	0	6	CC[C@@H](c1ccccc1)C(=O)Nc2ccccc2C(=O)OC
ZINC00030795	297.354	4.37	2.47	-8.79	1	4	55	0	6	CC[C@H](c1ccccc1)C(=O)Nc2ccccc2C(=O)OC
ZINC00030796	318.398	2.76	3.34	-15.53	3	5	89	0	5	CC[C@@H](c1ccccc1)C(=O)Nc2ccc(cc2)S(=O)(=O)N
ZINC00030797	318.398	2.76	3.31	-15.32	3	5	89	0	5	CC[C@H](c1ccccc1)C(=O)Nc2ccc(cc2)S(=O)(=O)N
ZINC00030798	254.333	2.47	6.74	-8.96	1	3	42	0	5	CC[C@@H](c1ccccc1)C(=O)NCc2ccncc2
ZINC00030799	254.333	2.47	6.76	-8.95	1	3	42	0	5	CC[C@H](c1ccccc1)C(=O)NCc2ccncc2
ZINC00030800	282.343	2.83	-1.24	-11.27	3	4	72	0	5	CC[C@@H](c1ccccc1)C(=O)Nc2ccccc2C(=O)N
ZINC00030801	282.343	2.83	-1.35	-11.23	3	4	72	0	5	CC[C@H](c1ccccc1)C(=O)Nc2ccccc2C(=O)N
ZINC00030802	257.358	2.76	0.01	-9.98	0	2	20	0	2	c1ccc2c(c1)CCN(C2)C(=O)Cc3cccs3
ZINC00030803	277.345	2.86	5.02	-12.61	1	4	48	0	5	COc1ccc(c(c1)NC(=O)Cc2cccs2)OC
ZINC00030805	239.34	1.94	5.83	-9.65	0	3	30	0	2	C[C@@H]1CN(C[C@H](O1)C)C(=O)Cc2cccs2
ZINC00030806	239.34	1.94	5.84	-9.2	0	3	30	0	2	C[C@H]1CN(C[C@@H](O1)C)C(=O)Cc2cccs2
ZINC00030808	232.308	1.97	6.6	-14.7	1	3	42	0	3	Cc1cccc(n1)NC(=O)Cc2cccs2
ZINC00030809	251.395	3.65	8.92	-8.18	0	2	20	0	4	CCN(C1CCCCC1)C(=O)Cc2cccs2
ZINC00030810	245.347	3.73	0.04	-10.18	1	2	29	0	4	CCc1ccc(cc1)NC(=O)Cc2cccs2
ZINC00030811	259.374	3.15	0.74	-9.93	1	2	29	0	4	CCc1cccc(c1NC(=O)Cc2cccs2)C
ZINC00030812	275.329	3.12	1.1	-9.35	1	4	55	0	5	COC(=O)c1ccccc1NC(=O)Cc2cccs2
ZINC00030813	316.426	2.96	8.46	-11.26	0	4	33	0	4	COc1ccccc1N2CCN(CC2)C(=O)Cc3cccs3
ZINC00030814	231.32	3.22	7.2	-10.34	1	2	29	0	3	Cc1ccccc1NC(=O)Cc2cccs2
ZINC00030815	261.346	3.20	6.67	-9.44	1	3	38	0	5	CCOc1ccccc1NC(=O)Cc2cccs2
ZINC00030816	242.303	2.57	0.93	-12.9	1	3	53	0	3	c1cc(sc1)CC(=O)Nc2ccc(cc2)C#N
ZINC00030817	296.373	1.51	1.28	-17.29	3	5	89	0	4	c1cc(sc1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N
ZINC00030818	274.345	2.04	-1.55	-19.79	2	4	58	0	4	CC(=O)Nc1ccc(cc1)NC(=O)Cc2cccs2
ZINC00030819	260.318	1.64	3.11	-18.67	3	4	72	0	4	c1cc(sc1)CC(=O)Nc2ccc(cc2)C(=O)N
ZINC00030820	211.33	2.77	5.47	-9	1	2	29	0	5	CC(C)CCNC(=O)Cc1cccs1
ZINC00030821	289.762	3.51	1.59	-10.95	0	3	29	0	4	CN(Cc1ccccc1)C(=O)c2cc(ccc2OC)Cl
ZINC00030822	289.762	4.66	8.9	-10.35	0	3	30	0	4	CCN(c1ccccc1)C(=O)c2cc(ccc2OC)Cl
ZINC00030823	301.773	3.51	0.75	-10.15	0	3	29	0	2	COc1ccc(cc1C(=O)N2CCc3ccccc3C2)Cl
ZINC00030824	301.773	4.79	1.03	-11.29	0	3	29	0	2	COc1ccc(cc1C(=O)N2CCCc3c2cccc3)Cl
ZINC00030825	286.718	3.75	2.43	-9.97	1	4	62	0	3	COc1ccc(cc1C(=O)Nc2ccccc2C#N)Cl
ZINC00030826	286.718	3.79	2.34	-11.9	1	4	62	0	3	COc1ccc(cc1C(=O)Nc2ccc(cc2)C#N)Cl
ZINC00030827	320.417	3.69	-0.6	-11.19	1	3	41	0	5	c1ccc(cc1)[C@@H](C(=O)Nc2cccnc2)Sc3ccccc3
ZINC00030828	320.417	3.69	-0.61	-11.23	1	3	41	0	5	c1ccc(cc1)[C@H](C(=O)Nc2cccnc2)Sc3ccccc3
ZINC00030829	288.16	3.99	1.08	-4.35	1	2	29	0	3	CC(C)(C)CC(=O)Nc1ccc(cc1F)Br
ZINC00030830	219.328	3.04	2.95	-7.09	0	2	20	0	4	CCN(c1ccccc1)C(=O)CC(C)(C)C
ZINC00030831	251.326	3.13	1.2	-9.14	1	4	47	0	5	CC(C)(C)CC(=O)Nc1cc(ccc1OC)OC
ZINC00030832	221.3	3.12	1.08	-9.88	1	3	38	0	4	CC(C)(C)CC(=O)Nc1cccc(c1)OC
ZINC00030833	205.301	3.49	1.6	-6.73	1	2	29	0	3	Cc1ccccc1NC(=O)CC(C)(C)C
ZINC00030834	239.746	4.14	1.23	-8.07	1	2	29	0	3	Cc1ccc(cc1Cl)NC(=O)CC(C)(C)C
ZINC00030835	285.771	3.74	1.1	-7.16	1	4	47	0	5	CC(C)(C)CC(=O)Nc1cc(c(cc1OC)Cl)OC
ZINC00030836	284.381	1.48	1.16	-13.39	3	5	89	0	5	CC(C)(C)CC(=O)NCc1ccc(cc1)S(=O)(=O)N
ZINC00030837	249.31	3.32	2.3	-10.07	1	4	55	0	5	CCC(C)(C)C(=O)Nc1ccc(cc1)C(=O)OC
ZINC00030838	248.326	2.35	0.08	-12.96	2	4	58	0	4	CCC(C)(C)C(=O)Nc1cccc(c1)NC(=O)C
ZINC00030839	225.719	3.81	1.04	-9.16	1	2	29	0	3	CCC(C)(C)C(=O)Nc1cccc(c1)Cl
ZINC00030840	219.328	4.07	1.66	-7.75	1	2	29	0	4	CCc1ccc(cc1)NC(=O)C(C)(C)CC
ZINC00030841	233.355	3.48	2.37	-7.85	1	2	29	0	4	CCc1cccc(c1NC(=O)C(C)(C)CC)C
ZINC00030843	206.289	1.90	4.28	-7.8	1	3	42	0	4	CCC(C)(C)C(=O)NCc1ccncc1
ZINC00030844	234.299	1.97	2.71	-15.75	3	4	72	0	4	CCC(C)(C)C(=O)Nc1ccc(cc1)C(=O)N
ZINC00030846	228.317	1.80	4.06	-9.13	0	4	41	0	4	CCN(c1ccccc1)S(=O)(=O)N(C)C
ZINC00030851	214.29	1.58	2.4	-7.75	1	4	49	0	3	Cc1ccccc1NS(=O)(=O)N(C)C
ZINC00030852	244.316	1.56	1.8	-8.59	1	5	59	0	5	CCOc1ccccc1NS(=O)(=O)N(C)C
ZINC00030853	192.284	0.63	1.63	-7.75	0	4	41	0	2	CN(C)S(=O)(=O)N1CCCCC1
ZINC00030854	242.344	2.69	-2.96	-7.69	1	4	49	0	4	CC(C)c1ccc(cc1)NS(=O)(=O)N(C)C
ZINC00030856	211.349	3.60	1.78	-5.49	0	2	20	0	4	CCN(C1CCCCC1)C(=O)CC(C)C
ZINC00030857	191.274	3.17	1.19	-7.6	1	2	29	0	3	Cc1ccccc1NC(=O)CC(C)C
ZINC00030858	234.299	1.99	4.46	-16.94	2	4	58	0	4	CC(C)CC(=O)Nc1ccc(cc1)NC(=O)C
ZINC00030859	297.356	1.72	0.38	-57.7	1	6	99	-1	5	CC(C)CC(=O)Nc1ccc(cc1)S(=O)(=O)/N=C(/C)\[O-]
ZINC00030860	301.411	3.27	9.51	-13.03	0	3	30	0	5	CN(Cc1ccccc1)C(=O)c2ccc(cc2OC)SC
ZINC00030861	301.411	4.42	1.87	-12.79	0	3	29	0	5	CCN(c1ccccc1)C(=O)c2ccc(cc2OC)SC
ZINC00030862	331.393	3.96	1.88	-14.3	1	5	64	0	6	COc1cc(ccc1C(=O)Nc2ccc(cc2)C(=O)OC)SC
ZINC00030863	313.422	3.26	0.67	-12.29	0	3	29	0	3	COc1cc(ccc1C(=O)N2CCc3ccccc3C2)SC
ZINC00030864	298.367	3.50	8.41	-10.6	1	4	62	0	4	COc1cc(ccc1C(=O)Nc2ccccc2C#N)SC
ZINC00030865	330.409	3.01	6.89	-16.87	2	5	67	0	5	CC(=O)Nc1ccc(cc1)NC(=O)c2ccc(cc2OC)SC
ZINC00030866	316.382	2.56	5.25	-14.83	3	5	81	0	5	COc1cc(ccc1C(=O)Nc2ccccc2C(=O)N)SC
ZINC00030867	316.382	2.61	-1.97	-20.16	3	5	81	0	5	COc1cc(ccc1C(=O)Nc2ccc(cc2)C(=O)N)SC
ZINC00030869	205.301	2.85	0.06	-8.47	1	2	29	0	5	CC[C@@H](C)C(=O)NCCc1ccccc1
ZINC00030870	205.301	2.85	0.06	-8.44	1	2	29	0	5	CC[C@H](C)C(=O)NCCc1ccccc1
ZINC00030871	235.283	3.04	2.2	-7.45	1	4	55	0	5	CC[C@@H](C)C(=O)Nc1ccccc1C(=O)OC
ZINC00030872	235.283	3.04	2.26	-7.7	1	4	55	0	5	CC[C@H](C)C(=O)Nc1ccccc1C(=O)OC
ZINC00030873	221.3	3.13	5.85	-7.5	1	3	38	0	5	CC[C@@H](C)C(=O)Nc1ccccc1OCC
ZINC00030874	221.3	3.13	5.84	-7.47	1	3	38	0	5	CC[C@H](C)C(=O)Nc1ccccc1OCC
ZINC00030875	220.272	1.51	2.72	-10.34	3	4	72	0	4	CC[C@@H](C)C(=O)Nc1ccccc1C(=O)N
ZINC00030876	220.272	1.51	2.77	-10.59	3	4	72	0	4	CC[C@H](C)C(=O)Nc1ccccc1C(=O)N
ZINC00030877	243.709	4.07	6.83	-9.84	1	2	29	0	4	CCC[C@@H](C)C(=O)Nc1ccc(c(c1)Cl)F
ZINC00030878	243.709	4.07	6.83	-9.81	1	2	29	0	4	CCC[C@H](C)C(=O)Nc1ccc(c(c1)Cl)F
ZINC00030879	239.746	4.33	1.23	-6.61	1	2	29	0	4	CCC[C@@H](C)C(=O)Nc1cccc(c1C)Cl
ZINC00030880	239.746	4.33	1.24	-6.65	1	2	29	0	4	CCC[C@H](C)C(=O)Nc1cccc(c1C)Cl
ZINC00030881	251.326	3.34	0.98	-10.55	1	4	47	0	6	CCC[C@@H](C)C(=O)Nc1cc(ccc1OC)OC
ZINC00030882	251.326	3.34	0.99	-10.33	1	4	47	0	6	CCC[C@H](C)C(=O)Nc1cc(ccc1OC)OC
ZINC00030883	225.719	3.95	0.7	-6.49	1	2	29	0	4	CCC[C@@H](C)C(=O)Nc1cccc(c1)Cl
ZINC00030884	225.719	3.95	0.71	-6.43	1	2	29	0	4	CCC[C@H](C)C(=O)Nc1cccc(c1)Cl
ZINC00030885	221.3	3.33	0.86	-11.12	1	3	38	0	5	CCC[C@@H](C)C(=O)Nc1cccc(c1)OC
ZINC00030886	221.3	3.33	0.85	-8.23	1	3	38	0	5	CCC[C@H](C)C(=O)Nc1cccc(c1)OC
ZINC00030887	249.31	3.60	2.33	-7.4	1	4	55	0	6	CCC[C@@H](C)C(=O)Nc1ccccc1C(=O)OC
ZINC00030888	249.31	3.60	2.39	-7.72	1	4	55	0	6	CCC[C@H](C)C(=O)Nc1ccccc1C(=O)OC
ZINC00030889	219.328	4.13	1.71	-7.92	1	2	29	0	4	CCC[C@@H](C)C(=O)Nc1ccc(cc1C)C
ZINC00030890	219.328	4.13	1.73	-8.18	1	2	29	0	4	CCC[C@H](C)C(=O)Nc1ccc(cc1C)C
ZINC00030891	205.301	3.70	1.42	-7.96	1	2	29	0	4	CCC[C@@H](C)C(=O)Nc1ccccc1C
ZINC00030892	205.301	3.70	1.39	-7.92	1	2	29	0	4	CCC[C@H](C)C(=O)Nc1ccccc1C
ZINC00030893	239.746	4.36	7.37	-9.24	1	2	29	0	4	CCC[C@@H](C)C(=O)Nc1ccc(c(c1)Cl)C
ZINC00030894	239.746	4.36	1	-9.25	1	2	29	0	4	CCC[C@H](C)C(=O)Nc1ccc(c(c1)Cl)C
ZINC00030895	270.354	1.99	1.23	-14.41	3	5	89	0	5	CCC[C@@H](C)C(=O)Nc1ccc(cc1)S(=O)(=O)N
ZINC00030896	270.354	1.99	1.22	-14.38	3	5	89	0	5	CCC[C@H](C)C(=O)Nc1ccc(cc1)S(=O)(=O)N
ZINC00030897	248.326	2.52	5.16	-16.32	2	4	58	0	5	CCC[C@@H](C)C(=O)Nc1ccc(cc1)NC(=O)C
ZINC00030898	248.326	2.52	5.16	-16.31	2	4	58	0	5	CCC[C@H](C)C(=O)Nc1ccc(cc1)NC(=O)C
ZINC00030899	239.746	4.36	1.24	-8.94	1	2	29	0	4	CCC[C@@H](C)C(=O)Nc1cc(ccc1C)Cl
ZINC00030900	239.746	4.36	1.26	-9.02	1	2	29	0	4	CCC[C@H](C)C(=O)Nc1cc(ccc1C)Cl
ZINC00030901	206.289	1.71	4.62	-7.79	1	3	42	0	5	CCC[C@@H](C)C(=O)NCc1ccncc1
ZINC00030902	206.289	1.71	4.62	-7.79	1	3	42	0	5	CCC[C@H](C)C(=O)NCc1ccncc1
ZINC00030903	284.381	1.70	1.36	-14.48	3	5	89	0	6	CCC[C@@H](C)C(=O)NCc1ccc(cc1)S(=O)(=O)N
ZINC00030904	284.381	1.70	1.36	-14.48	3	5	89	0	6	CCC[C@H](C)C(=O)NCc1ccc(cc1)S(=O)(=O)N
ZINC00030905	269.344	3.11	1.9	-13.53	0	3	29	0	5	C[C@@H](C(=O)N(C)Cc1ccccc1)Oc2ccccc2
ZINC00030906	269.344	3.11	2.01	-13.07	0	3	29	0	5	C[C@H](C(=O)N(C)Cc1ccccc1)Oc2ccccc2
ZINC00030907	221.3	2.59	6.27	-11.2	1	3	38	0	5	C[C@H](C(=O)NCC(C)C)Oc1ccccc1
ZINC00030909	269.344	3.78	9.34	-12.4	0	3	30	0	5	CCN(c1ccccc1)C(=O)[C@@H](C)Oc2ccccc2
ZINC00030910	269.344	3.78	9.43	-12.97	0	3	30	0	5	CCN(c1ccccc1)C(=O)[C@H](C)Oc2ccccc2
ZINC00030911	247.338	2.86	1.25	-11.35	0	3	30	0	3	CC1CCN(CC1)C(=O)[C@@H](C)Oc2ccccc2
ZINC00030912	247.338	2.86	1.23	-11.59	0	3	30	0	3	CC1CCN(CC1)C(=O)[C@H](C)Oc2ccccc2
ZINC00030913	293.725	3.93	1.38	-14.76	1	3	38	0	4	C[C@@H](C(=O)Nc1ccc(c(c1)Cl)F)Oc2ccccc2
ZINC00030914	293.725	3.93	1.3	-14.71	1	3	38	0	4	C[C@H](C(=O)Nc1ccc(c(c1)Cl)F)Oc2ccccc2
ZINC00030915	281.355	3.10	9.8	-12.17	0	3	30	0	3	C[C@@H](C(=O)N1CCc2ccccc2C1)Oc3ccccc3
ZINC00030916	281.355	3.10	9.83	-11.87	0	3	30	0	3	C[C@H](C(=O)N1CCc2ccccc2C1)Oc3ccccc3
ZINC00030917	298.342	2.35	-0.29	-18.49	2	5	67	0	5	C[C@@H](C(=O)Nc1cccc(c1)NC(=O)C)Oc2ccccc2
ZINC00030918	298.342	2.35	-0.34	-18.49	2	5	67	0	5	C[C@H](C(=O)Nc1cccc(c1)NC(=O)C)Oc2ccccc2
ZINC00030919	281.355	3.92	10.02	-13.85	0	3	30	0	3	C[C@@H](C(=O)N1CCCc2c1cccc2)Oc3ccccc3
ZINC00030920	281.355	3.92	10.02	-13.81	0	3	30	0	3	C[C@H](C(=O)N1CCCc2c1cccc2)Oc3ccccc3
ZINC00030921	275.392	3.99	9.83	-11.06	0	3	30	0	5	CCN(C1CCCCC1)C(=O)[C@@H](C)Oc2ccccc2
ZINC00030922	275.392	3.99	9.88	-10.97	0	3	30	0	5	CCN(C1CCCCC1)C(=O)[C@H](C)Oc2ccccc2
ZINC00030923	256.305	1.57	-0.71	-12.16	1	4	51	0	5	C[C@@H](C(=O)NCc1ccncc1)Oc2ccccc2
ZINC00030926	247.338	2.97	1.72	-11	0	3	30	0	3	C[C@@H]1C[C@H](CN(C1)C(=O)COc2ccccc2)C
ZINC00030927	247.338	2.97	1.73	-11.52	0	3	30	0	3	C[C@H]1C[C@@H](CN(C1)C(=O)COc2ccccc2)C
ZINC00030929	255.317	3.42	9.67	-12.93	0	3	30	0	5	CCN(c1ccccc1)C(=O)COc2ccccc2
ZINC00030931	249.31	1.92	6.62	-12.08	0	4	39	0	3	C[C@@H]1CN(C[C@H](O1)C)C(=O)COc2ccccc2
ZINC00030932	249.31	1.92	6.62	-11.54	0	4	39	0	3	C[C@H]1CN(C[C@@H](O1)C)C(=O)COc2ccccc2
ZINC00030934	261.365	3.63	9.55	-10.86	0	3	30	0	5	CCN(C1CCCCC1)C(=O)COc2ccccc2
ZINC00030935	320.37	1.19	2.16	-19.29	3	6	98	0	6	c1ccc(cc1)OCC(=O)NCc2ccc(cc2)S(=O)(=O)N
ZINC00030936	269.3	3.35	1.53	-16.56	1	4	55	0	5	CCOC(=O)c1cccc(c1)NC(=O)c2ccccc2
ZINC00030937	261.321	1.92	7.97	-10.02	0	4	47	0	4	CCOC(=O)[C@H]1CCCN(C1)C(=O)c2ccccc2
ZINC00030938	261.321	1.92	7.95	-10.05	0	4	47	0	4	CCOC(=O)[C@@H]1CCCN(C1)C(=O)c2ccccc2
ZINC00030939	247.294	1.54	7.05	-12.78	0	4	47	0	3	COC(=O)C1CCN(CC1)C(=O)c2ccccc2
ZINC00030940	325.388	2.08	0.06	-51.65	0	1	43	1	5	c1ccc(cc1)C(=O)N2CC[NH+](CC2)Cc3ccc4c(c3)OCO4
ZINC00030941	272.142	2.25	-1.24	-6.37	1	3	38	0	4	C[C@@H](COC)NC(=O)c1ccc(cc1)Br
ZINC00030942	272.142	2.25	-1.24	-6.38	1	3	38	0	4	C[C@H](COC)NC(=O)c1ccc(cc1)Br
ZINC00030943	281.109	2.47	0.71	-7.54	1	4	55	0	2	Cc1cc(no1)NC(=O)c2ccc(cc2)Br
ZINC00030944	261.712	2.98	8.3	-11.48	1	4	55	0	2	Cc1cc(nc(n1)NC(=O)c2ccc(cc2)Cl)C
ZINC00030945	236.658	2.34	5.8	-8.27	1	4	55	0	2	Cc1cc(no1)NC(=O)c2ccc(cc2)Cl
ZINC00030946	295.766	2.59	8.51	-9.03	0	4	47	0	4	CCOC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(cc2)Cl
ZINC00030947	295.766	2.59	8.5	-8.18	0	4	47	0	4	CCOC(=O)[C@@H]1CCCN(C1)C(=O)c2ccc(cc2)Cl
ZINC00030948	225.719	3.55	6.52	-6.54	1	2	29	0	4	CCC(CC)NC(=O)c1ccc(cc1)Cl
ZINC00030949	281.739	2.22	1.39	-11.81	0	4	46	0	3	COC(=O)C1CCN(CC1)C(=O)c2ccc(cc2)Cl
ZINC00030950	328.843	3.97	-0.16	-7.23	0	3	23	0	2	Cc1cccc(c1C)N2CCN(CC2)C(=O)c3ccc(cc3)Cl
ZINC00030952	232.239	1.72	4.6	-9.49	1	5	64	0	3	Cc1cc(no1)NC(=O)c2ccc(cc2)OC
ZINC00030953	221.3	2.93	0.37	-8.44	1	3	38	0	5	CCC(CC)NC(=O)c1ccc(cc1)OC
ZINC00030954	227.691	2.08	-0.6	-8.83	1	3	38	0	4	C[C@@H](COC)NC(=O)c1ccccc1Cl
ZINC00030955	227.691	2.08	-0.6	-8.84	1	3	38	0	4	C[C@H](COC)NC(=O)c1ccccc1Cl
ZINC00030956	296.157	3.59	8.8	-12.09	1	4	55	0	2	Cc1cc(nc(n1)NC(=O)c2ccc(cc2Cl)Cl)C
ZINC00030957	262.136	2.73	-0.75	-7.26	1	3	38	0	4	C[C@@H](COC)NC(=O)c1ccc(cc1Cl)Cl
ZINC00030958	262.136	2.73	-0.75	-7.26	1	3	38	0	4	C[C@H](COC)NC(=O)c1ccc(cc1Cl)Cl
ZINC00030959	271.103	2.94	6.3	-8.98	1	4	55	0	2	Cc1cc(no1)NC(=O)c2ccc(cc2Cl)Cl
ZINC00030960	272.142	2.21	-1.15	-8.4	1	3	38	0	4	C[C@@H](COC)NC(=O)c1ccccc1Br
ZINC00030961	272.142	2.21	-1.15	-8.4	1	3	38	0	4	C[C@H](COC)NC(=O)c1ccccc1Br
ZINC00030962	340.217	2.68	0.72	-11.14	0	4	46	0	4	CCOC(=O)[C@H]1CCCN(C1)C(=O)c2ccccc2Br
ZINC00030963	340.217	2.68	0.73	-10.93	0	4	46	0	4	CCOC(=O)[C@@H]1CCCN(C1)C(=O)c2ccccc2Br
ZINC00030965	275.348	2.34	1.79	-10.03	0	4	46	0	4	CCOC(=O)[C@H]1CCCN(C1)C(=O)c2cccc(c2)C
ZINC00030966	275.348	2.34	1.78	-10.04	0	4	46	0	4	CCOC(=O)[C@@H]1CCCN(C1)C(=O)c2cccc(c2)C
